Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percent_Dly_Qt_to_Traded_Qty,Date_Year,Date_Month,Day_Perc_Change,Trend
RELIANCE,EQ,2018-09-21,1210.75,1219,1237.40,1183.50,1216.20,1217.50,1223.31,19070172,23328775722.70,269984,10515967,55.14,2018,9,0.01,Slight
RELIANCE,EQ,2018-09-24,1217.50,1214.45,1239.90,1204.50,1234.55,1232.05,1225.23,10102589,12378019783.30,165515,4847608,47.98,2018,9,0.01,Slight
RELIANCE,EQ,2018-09-25,1232.05,1235.50,1245,1195,1229.75,1230.60,1226.67,9715020,11917120825.95,243108,3878485,39.92,2018,9,-0.00,Slight
RELIANCE,EQ,2018-09-26,1230.60,1239,1253.95,1227.15,1253.50,1251.40,1239.18,6396828,7926846393.20,136937,2528972,39.53,2018,9,0.02,Slight
RELIANCE,EQ,2018-09-27,1251.40,1255,1263,1237.50,1252.05,1253.75,1252.61,10808749,13539185466.60,203082,5522509,51.09,2018,9,0.00,Slight
RELIANCE,EQ,2018-09-28,1253.75,1259.90,1271.70,1247.30,1254.35,1257.95,1259.94,11073023,13951369740.80,193793,6069287,54.81,2018,9,0.00,Slight
RELIANCE,EQ,2018-10-01,1257.95,1257.70,1257.70,1204,1235.60,1231.70,1231.68,7332693,9031562080.60,186000,2736679,37.32,2018,10,-0.02,Slight
RELIANCE,EQ,2018-10-03,1231.70,1229.50,1239.60,1200.05,1201.20,1205.10,1218.04,7376575,8984957810.50,200180,3256864,44.15,2018,10,-0.02,Slight
RELIANCE,EQ,2018-10-04,1205.10,1189.50,1190.40,1106,1108.50,1122.25,1140.40,23212443,26471556956.85,456572,8775930,37.81,2018,10,-0.07,Slight
RELIANCE,EQ,2018-10-05,1122.25,1099.50,1115.30,1038.15,1049,1048.85,1079.24,21943190,23681863862.10,439992,9233066,42.08,2018,10,-0.07,Slight
RELIANCE,EQ,2018-10-08,1048.85,1050,1117,1025.55,1110,1109.40,1082.04,24679428,26704181031.95,480539,7274941,29.48,2018,10,0.06,Slight
RELIANCE,EQ,2018-10-09,1109.40,1121.65,1123.30,1081.20,1083,1090.05,1105.24,10991196,12147885881.80,247463,2649182,24.10,2018,10,-0.02,Slight
RELIANCE,EQ,2018-10-10,1090.05,1093.90,1115.85,1084.30,1103,1102.10,1101.57,9502176,10467314925.95,215681,3098938,32.61,2018,10,0.01,Slight
RELIANCE,EQ,2018-10-11,1102.10,1064,1114.75,1043,1090,1087.80,1086.10,13224172,14362719399.05,278072,4793025,36.24,2018,10,-0.01,Slight
RELIANCE,EQ,2018-10-12,1087.80,1104.95,1129,1101.90,1125.50,1126.55,1121.38,9058536,10158064312.85,192795,3444135,38.02,2018,10,0.04,Slight
RELIANCE,EQ,2018-10-15,1126.55,1129.90,1146.90,1118.15,1137.75,1139.75,1136.88,8871776,10086128972.15,200369,3286277,37.04,2018,10,0.01,Slight
RELIANCE,EQ,2018-10-16,1139.75,1146,1167.40,1140,1166,1163.80,1154.23,7478601,8632001461.45,153398,2436006,32.57,2018,10,0.02,Slight
RELIANCE,EQ,2018-10-17,1163.80,1179,1179.35,1140,1151,1151.30,1166.52,12785646,14914670103.05,203752,5683158,44.45,2018,10,-0.01,Slight
RELIANCE,EQ,2018-10-19,1151.30,1100,1111,1070.25,1100.30,1101.30,1092.05,25421229,27761323831,526528,11760364,46.26,2018,10,-0.04,Slight
RELIANCE,EQ,2018-10-22,1101.30,1110,1114.80,1057.35,1063.20,1062.65,1084.30,13165542,14275380336.50,324137,5575032,42.35,2018,10,-0.04,Slight
RELIANCE,EQ,2018-10-23,1062.65,1052.75,1064.70,1043.65,1061.70,1054.70,1053.27,10573730,11137009298.35,232603,4935700,46.68,2018,10,-0.01,Slight
RELIANCE,EQ,2018-10-24,1054.70,1074.90,1075.95,1031.40,1049,1045.75,1050.33,13655337,14342542136.70,218013,6374934,46.68,2018,10,-0.01,Slight
RELIANCE,EQ,2018-10-25,1045.75,1036,1040.65,1016.40,1037.80,1030.80,1029.24,14096237,14508429667.50,233601,5933721,42.09,2018,10,-0.01,Slight
RELIANCE,EQ,2018-10-26,1030.80,1032.90,1057,1022,1042.45,1044.90,1043.01,9182613,9577513897.30,214886,2807996,30.58,2018,10,0.01,Slight
RELIANCE,EQ,2018-10-29,1044.90,1046,1093.85,1046,1089,1087.80,1069.59,7671807,8205700905.40,169046,2524165,32.90,2018,10,0.04,Slight
RELIANCE,EQ,2018-10-30,1087.80,1085.50,1085.50,1052.10,1056.90,1057,1065.23,8806701,9381128111.90,187775,3419851,38.83,2018,10,-0.03,Slight
RELIANCE,EQ,2018-10-31,1057,1059,1065.85,1047,1058.20,1061.25,1059.51,16457691,17437021867.80,198506,7878322,47.87,2018,10,0.00,Slight
RELIANCE,EQ,2018-11-01,1061.25,1067.90,1067.90,1050,1055,1056.25,1059.03,9396027,9950642966.10,156986,4656665,49.56,2018,11,-0.00,Slight
RELIANCE,EQ,2018-11-02,1056.25,1067,1081,1063.15,1074,1074.90,1072.30,16796200,18010596483,200419,8445647,50.28,2018,11,0.02,Slight
RELIANCE,EQ,2018-11-05,1074.90,1073.45,1092.70,1065,1092,1090.30,1081.82,7582518,8202916185.25,197240,2857717,37.69,2018,11,0.01,Slight
RELIANCE,EQ,2018-11-06,1090.30,1094,1112,1091.60,1101.75,1104.10,1104.23,8634266,9534243972.55,156053,2916693,33.78,2018,11,0.01,Slight
RELIANCE,EQ,2018-11-07,1104.10,1115,1115,1106.70,1111.40,1110.70,1110.53,1283997,1425914094.15,34192,440625,34.32,2018,11,0.01,Slight
RELIANCE,EQ,2018-11-09,1110.70,1106.25,1113.80,1085,1093,1093.45,1101.88,10840462,11944916795.25,215120,5841307,53.88,2018,11,-0.02,Slight
RELIANCE,EQ,2018-11-12,1093.45,1097.70,1098.80,1074.55,1076,1080,1085.52,5801720,6297872542.45,152590,2645013,45.59,2018,11,-0.01,Slight
RELIANCE,EQ,2018-11-13,1080,1074,1103,1070.05,1097.85,1099.45,1090.11,6811598,7425368614.30,143881,2108908,30.96,2018,11,0.02,Slight
RELIANCE,EQ,2018-11-14,1099.45,1105.05,1112.65,1085.50,1099,1097.95,1098.36,7787530,8553487245.65,159663,2994850,38.46,2018,11,-0.00,Slight
RELIANCE,EQ,2018-11-15,1097.95,1096.95,1103,1086.50,1094.70,1096.85,1095.12,6831740,7481565459.05,163244,2856112,41.81,2018,11,-0.00,Slight
RELIANCE,EQ,2018-11-16,1096.85,1097.95,1129.95,1097.10,1125,1127.40,1121.66,11031889,12373982316.45,255693,5587243,50.65,2018,11,0.03,Slight
RELIANCE,EQ,2018-11-19,1127.40,1132.90,1151.70,1131,1149.65,1150,1142.86,7308981,8353119946.40,197374,3592492,49.15,2018,11,0.02,Slight
RELIANCE,EQ,2018-11-20,1150,1145,1155.90,1130,1137,1137.40,1143.18,5719901,6538904426.60,138734,1793839,31.36,2018,11,-0.01,Slight
RELIANCE,EQ,2018-11-21,1137.40,1137.50,1145.50,1107.05,1113.25,1112.90,1116.81,7507812,8384776645.60,178600,3064398,40.82,2018,11,-0.02,Slight
RELIANCE,EQ,2018-11-22,1112.90,1114.50,1125.35,1100.10,1100.10,1102.85,1113.39,5792568,6449393379.35,134718,1519067,26.22,2018,11,-0.01,Slight
RELIANCE,EQ,2018-11-26,1102.85,1109,1117.50,1097.40,1109.75,1109.75,1107.70,6386556,7074414782.30,131439,2438737,38.19,2018,11,0.01,Slight
RELIANCE,EQ,2018-11-27,1109.75,1107.90,1130,1105.45,1128.60,1128.20,1121.98,6810228,7640955120.95,143188,2501285,36.73,2018,11,0.02,Slight
RELIANCE,EQ,2018-11-28,1128.20,1132.45,1157.75,1126.30,1151.45,1152.65,1144.01,8003964,9156579874.75,173899,3299967,41.23,2018,11,0.02,Slight
RELIANCE,EQ,2018-11-29,1152.65,1161,1179.90,1160,1167.80,1168.50,1170.72,12636169,14793418725.95,185139,6306144,49.91,2018,11,0.01,Slight
RELIANCE,EQ,2018-11-30,1168.50,1172.30,1186,1162.30,1167.10,1167.55,1171.45,10717448,12554963387.30,248359,5180738,48.34,2018,11,-0.00,Slight
RELIANCE,EQ,2018-12-03,1167.55,1174.90,1174.90,1148.50,1158,1156.45,1158.74,5569578,6453718882.15,223402,2281565,40.96,2018,12,-0.01,Slight
RELIANCE,EQ,2018-12-04,1156.45,1158,1158,1142.20,1153.10,1152.30,1149.79,5192825,5970662018.15,138924,2107469,40.58,2018,12,-0.00,Slight
RELIANCE,EQ,2018-12-05,1152.30,1143.75,1158.80,1139.30,1158.15,1155.15,1150.35,5819618,6694600609.85,133704,2225427,38.24,2018,12,0.00,Slight
RELIANCE,EQ,2018-12-06,1155.15,1149,1149,1118.25,1119.05,1123.65,1136.17,5866108,6664920879.35,167545,2029327,34.59,2018,12,-0.03,Slight
RELIANCE,EQ,2018-12-07,1123.65,1129.45,1136.95,1108.35,1133.20,1133.80,1124.39,7214078,8111464827.10,208447,3026361,41.95,2018,12,0.01,Slight
RELIANCE,EQ,2018-12-10,1133.80,1110,1114.30,1083.10,1085,1090.25,1091.18,9381544,10236937614.75,312176,4443160,47.36,2018,12,-0.04,Slight
RELIANCE,EQ,2018-12-11,1090.25,1066,1102.10,1055,1098,1097.55,1079.85,13494665,14572281033.15,288585,5185141,38.42,2018,12,0.01,Slight
RELIANCE,EQ,2018-12-12,1097.55,1099,1113.50,1087.75,1110.90,1110.50,1099.51,12605431,13859813727.10,207331,5196695,41.23,2018,12,0.01,Slight
RELIANCE,EQ,2018-12-13,1110.50,1128,1128,1095.05,1105.75,1107.05,1110.87,9297518,10328317506.50,191768,3456104,37.17,2018,12,-0.00,Slight
RELIANCE,EQ,2018-12-14,1107.05,1103.10,1114.90,1091.80,1110,1112.20,1107.10,7221324,7994694822.35,194030,2836613,39.28,2018,12,0.00,Slight
RELIANCE,EQ,2018-12-17,1112.20,1115.95,1133,1111.50,1131.65,1129.90,1125.03,5064357,5697537140.85,123031,1583096,31.26,2018,12,0.02,Slight
RELIANCE,EQ,2018-12-18,1129.90,1123.30,1139,1120.50,1137.75,1136.40,1129.68,5870928,6632265674.45,112465,1463429,24.93,2018,12,0.01,Slight
RELIANCE,EQ,2018-12-19,1136.40,1141.50,1147.30,1133.20,1134.85,1136.80,1141.63,7368799,8412459475,164405,3731005,50.63,2018,12,0.00,Slight
RELIANCE,EQ,2018-12-20,1136.80,1121,1132.50,1116.15,1129.90,1128.45,1125.05,5764731,6485603201.15,185769,2014106,34.94,2018,12,-0.01,Slight
RELIANCE,EQ,2018-12-21,1128.45,1125,1131.25,1096,1098,1100.20,1109.50,8281941,9188808281.15,218034,4108319,49.61,2018,12,-0.03,Slight
RELIANCE,EQ,2018-12-24,1100.20,1100.90,1103.20,1086.55,1089.30,1089.15,1094.03,4144535,4534256814.15,117013,1170605,28.24,2018,12,-0.01,Slight
RELIANCE,EQ,2018-12-26,1089.15,1085.80,1100,1065.65,1099.70,1098.35,1081.50,7210059,7797694483.80,156049,1909463,26.48,2018,12,0.01,Slight
RELIANCE,EQ,2018-12-27,1098.35,1107.20,1127,1104,1118.10,1120.20,1119.69,12478000,13971553903.15,216178,4046134,32.43,2018,12,0.02,Slight
RELIANCE,EQ,2018-12-28,1120.20,1125.50,1135.25,1121.20,1125.65,1125.55,1129.79,7666016,8661012960.75,130793,2256132,29.43,2018,12,0.00,Slight
RELIANCE,EQ,2018-12-31,1125.55,1130.95,1133.85,1116.20,1125.25,1121.25,1122.29,7222817,8106063425.20,155746,2448969,33.91,2018,12,-0.00,Slight
RELIANCE,EQ,2019-01-01,1121.25,1125.25,1127.30,1110.10,1120.50,1121,1119.01,4455850,4986129073.40,76742,1306898,29.33,2019,1,-0.00,Slight
RELIANCE,EQ,2019-01-02,1121,1114.50,1127,1101,1104.35,1106.40,1113.42,7144970,7955342409.70,147850,2543832,35.60,2019,1,-0.01,Slight
RELIANCE,EQ,2019-01-03,1106.40,1107.50,1114.60,1090.10,1090.30,1092.75,1101.37,7446457,8201291658.05,231404,2883339,38.72,2019,1,-0.01,Slight
RELIANCE,EQ,2019-01-04,1092.75,1097.40,1104.45,1081.10,1099.60,1098.65,1093.06,8465141,9252946937.20,189220,3496807,41.31,2019,1,0.01,Slight
RELIANCE,EQ,2019-01-07,1098.65,1107,1118.45,1101,1104.90,1104.75,1110.32,5513559,6121831037.30,112082,2138247,38.78,2019,1,0.01,Slight
RELIANCE,EQ,2019-01-08,1104.75,1105.10,1109.95,1096,1101,1104.65,1103.82,5625153,6209150562.95,103758,2263675,40.24,2019,1,-0.00,Slight
RELIANCE,EQ,2019-01-09,1104.65,1112,1117,1098.70,1109.25,1110.75,1110.55,5766805,6404322207.10,186143,2004031,34.75,2019,1,0.01,Slight
RELIANCE,EQ,2019-01-10,1110.75,1107.75,1111,1103,1107.60,1107.50,1106.30,4080283,4514020687.20,92025,2045495,50.13,2019,1,-0.00,Slight
RELIANCE,EQ,2019-01-11,1107.50,1107.60,1113.80,1088.60,1095.50,1098.05,1099.31,6463903,7105842454.20,162386,2382676,36.86,2019,1,-0.01,Slight
RELIANCE,EQ,2019-01-14,1098.05,1095,1100.50,1086.40,1099,1096.80,1093.55,4111782,4496426168.75,97120,1851833,45.04,2019,1,-0.00,Slight
RELIANCE,EQ,2019-01-15,1096.80,1105,1132,1105,1130.95,1129.65,1124.77,10062875,11318469360,187957,4195032,41.69,2019,1,0.03,Slight
RELIANCE,EQ,2019-01-16,1129.65,1135,1145,1130.35,1136.50,1135.90,1139.05,6382777,7270322619.05,129953,2077966,32.56,2019,1,0.01,Slight
RELIANCE,EQ,2019-01-17,1135.90,1144.45,1147.90,1130,1133,1134.45,1139.30,7487963,8531072686.50,135936,2511305,33.54,2019,1,-0.00,Slight
RELIANCE,EQ,2019-01-18,1134.45,1148.80,1189.90,1135.25,1185.80,1184.35,1162.97,25684142,29870001778.85,438550,7341001,28.58,2019,1,0.04,Slight
RELIANCE,EQ,2019-01-21,1184.35,1194,1239.95,1188.65,1235,1237.70,1222.77,22038534,26948045198.35,403702,6427362,29.16,2019,1,0.05,Slight
RELIANCE,EQ,2019-01-22,1237.70,1232.85,1246.95,1219.60,1232,1235.15,1234.02,16552819,20426529561.50,283673,4373694,26.42,2019,1,-0.00,Slight
RELIANCE,EQ,2019-01-23,1235.15,1233.30,1244.20,1222,1224.45,1226.30,1233.79,8829502,10893762273.85,142555,3120131,35.34,2019,1,-0.01,Slight
RELIANCE,EQ,2019-01-24,1226.30,1225,1253.20,1220.10,1249,1247.45,1240.42,13155185,16318007440.15,225787,3750294,28.51,2019,1,0.02,Slight
RELIANCE,EQ,2019-01-25,1247.45,1250.45,1264.70,1235.40,1247.10,1246,1253.45,8550836,10718047747,183744,2362577,27.63,2019,1,-0.00,Slight
RELIANCE,EQ,2019-01-28,1246,1250.50,1255.95,1222.40,1230.50,1229.55,1237.32,8569265,10602958029,188470,3185043,37.17,2019,1,-0.01,Slight
RELIANCE,EQ,2019-01-29,1229.55,1231,1231.65,1201.35,1214.90,1210.65,1212.83,9328866,11314352059.55,169968,4553808,48.81,2019,1,-0.02,Slight
RELIANCE,EQ,2019-01-30,1210.65,1215,1225,1191.10,1195.75,1195.70,1208.06,7846940,9479601531.25,153142,3095594,39.45,2019,1,-0.01,Slight
RELIANCE,EQ,2019-01-31,1195.70,1202,1229.70,1201,1225.20,1227.15,1220.45,10185347,12430723963,221969,5218187,51.23,2019,1,0.03,Slight
RELIANCE,EQ,2019-02-01,1227.15,1234,1255,1227.05,1253.10,1249.95,1240.68,9228965,11450198242.40,214121,3715944,40.26,2019,2,0.02,Slight
RELIANCE,EQ,2019-02-04,1249.95,1247,1296.95,1242.05,1289.50,1290.90,1269.56,11670570,14816488322.25,238268,4215486,36.12,2019,2,0.03,Slight
RELIANCE,EQ,2019-02-05,1290.90,1292,1304.40,1278.60,1288,1291.55,1292.06,9362406,12096749451.05,188250,3245178,34.66,2019,2,0.00,Slight
RELIANCE,EQ,2019-02-06,1291.55,1296.25,1317.65,1294.25,1310.55,1310.25,1309.33,9411585,12322866454.80,171848,3426503,36.41,2019,2,0.01,Slight
RELIANCE,EQ,2019-02-07,1310.25,1310.25,1321.20,1286.10,1288,1290.40,1302.19,9212227,11996039370.55,227737,2945960,31.98,2019,2,-0.02,Slight
RELIANCE,EQ,2019-02-08,1290.40,1284.80,1300.50,1272.25,1277.80,1277.70,1282.97,6505502,8346364102.55,174433,2225628,34.21,2019,2,-0.01,Slight
RELIANCE,EQ,2019-02-11,1277.70,1275.90,1276,1251,1254.50,1253.25,1259.38,7523999,9475609078.10,154193,4104534,54.55,2019,2,-0.02,Slight
RELIANCE,EQ,2019-02-12,1253.25,1251.50,1272.35,1251.50,1255.50,1256.40,1261.80,6399485,8074847915.90,173602,2638007,41.22,2019,2,0.00,Slight
RELIANCE,EQ,2019-02-13,1256.40,1261,1273.95,1235.75,1238.30,1245.95,1258.94,6964042,8767311288.70,150257,2579211,37.04,2019,2,-0.01,Slight
RELIANCE,EQ,2019-02-14,1245.95,1241,1241,1218,1229.10,1224.20,1227.02,6627360,8131900743.50,138445,2505560,37.81,2019,2,-0.02,Slight
RELIANCE,EQ,2019-02-15,1224.20,1229.75,1249.90,1214,1248.10,1244.45,1228.62,9597961,11792253866.15,175538,3834033,39.95,2019,2,0.02,Slight
RELIANCE,EQ,2019-02-18,1244.45,1250,1252.50,1215,1215.65,1220.10,1226.57,9649017,11835163807.70,212673,4211189,43.64,2019,2,-0.02,Slight
RELIANCE,EQ,2019-02-19,1220.10,1218,1239.70,1211.20,1215.60,1216.10,1228.49,6244189,7670926659.10,149603,1681609,26.93,2019,2,-0.00,Slight
RELIANCE,EQ,2019-02-20,1216.10,1223.85,1240,1219,1235.55,1234.35,1228.29,6298179,7736005977.15,157634,2060904,32.72,2019,2,0.02,Slight
RELIANCE,EQ,2019-02-21,1234.35,1236,1257.80,1229.35,1247.30,1246.90,1246.51,10580178,13188332136.90,206387,4866938,46,2019,2,0.01,Slight
RELIANCE,EQ,2019-02-22,1246.90,1244.60,1245.30,1226,1231.70,1232.35,1233.91,8755865,10803986767.65,169765,3503955,40.02,2019,2,-0.01,Slight
RELIANCE,EQ,2019-02-25,1232.35,1236,1243,1220.65,1231.30,1232.30,1232.29,7852528,9676593047.40,159793,3212379,40.91,2019,2,-0.00,Slight
RELIANCE,EQ,2019-02-26,1232.30,1209.50,1234.80,1206,1220.20,1220.25,1221.22,10131050,12372287569.65,166251,3886999,38.37,2019,2,-0.01,Slight
RELIANCE,EQ,2019-02-27,1220.25,1228.05,1244.90,1209,1220.65,1223.50,1227.12,11113182,13637250489.45,222847,4163615,37.47,2019,2,0.00,Slight
RELIANCE,EQ,2019-02-28,1223.50,1233.75,1239.85,1226.55,1232,1231.05,1233.07,11286916,13917567837.35,179607,5923497,52.48,2019,2,0.01,Slight
RELIANCE,EQ,2019-03-01,1231.05,1237,1242.35,1222.25,1225,1226.05,1229.08,7922513,9737413570.10,156673,4129082,52.12,2019,3,-0.00,Slight
RELIANCE,EQ,2019-03-05,1226.05,1223.40,1239.80,1218.60,1237.45,1237.65,1229.02,7121509,8752505365.70,177673,2886956,40.54,2019,3,0.01,Slight
RELIANCE,EQ,2019-03-06,1237.65,1239.80,1273.10,1235.10,1262,1264.80,1257.64,12038231,15139719373.35,228963,4441001,36.89,2019,3,0.02,Slight
RELIANCE,EQ,2019-03-07,1264.80,1264,1279.80,1258.15,1270,1270.25,1271.70,8109259,10312571022.50,180667,3006231,37.07,2019,3,0.00,Slight
RELIANCE,EQ,2019-03-08,1270.25,1266.05,1274.45,1262,1266.90,1267.10,1267.28,6040052,7654451409.25,137676,3019726,50,2019,3,-0.00,Slight
RELIANCE,EQ,2019-03-11,1267.10,1270.05,1312,1268,1309.55,1304.10,1291.98,9718840,12556541045.70,176513,4714091,48.50,2019,3,0.03,Slight
RELIANCE,EQ,2019-03-12,1304.10,1316.90,1334,1314.25,1330.85,1331.35,1324.88,11228736,14876774951.30,193657,4678374,41.66,2019,3,0.02,Slight
RELIANCE,EQ,2019-03-13,1331.35,1337,1360,1328.10,1349,1347.30,1339.10,11236048,15046185762.10,219134,4622410,41.14,2019,3,0.01,Slight
RELIANCE,EQ,2019-03-14,1347.30,1349.75,1362,1336.10,1339.50,1341.55,1352.38,10402048,14067556296.05,280534,5383855,51.76,2019,3,-0.00,Slight
RELIANCE,EQ,2019-03-15,1341.55,1345,1358.80,1311.20,1323.75,1321.65,1334.04,15893093,21202054547.95,212588,9619588,60.53,2019,3,-0.01,Slight
RELIANCE,EQ,2019-03-18,1321.65,1331,1357.95,1329,1356.50,1350.05,1341.23,10105234,13553461916.40,205654,4740899,46.92,2019,3,0.02,Slight
RELIANCE,EQ,2019-03-19,1350.05,1360,1380,1343.10,1378,1376.55,1362.21,9805318,13356900675.35,196165,2711171,27.65,2019,3,0.02,Slight
RELIANCE,EQ,2019-03-20,1376.55,1377.80,1388,1364,1373.05,1375.45,1376.17,9892823,13614222090.05,175117,3410645,34.48,2019,3,-0.00,Slight
RELIANCE,EQ,2019-03-22,1375.45,1372.50,1380.90,1336.70,1345.10,1341.75,1359.14,11465112,15582694374.75,216597,6045124,52.73,2019,3,-0.02,Slight
RELIANCE,EQ,2019-03-25,1341.75,1330.60,1336.85,1316.70,1328,1324.45,1325.16,7951992,10537631803.10,162927,3661248,46.04,2019,3,-0.01,Slight
RELIANCE,EQ,2019-03-26,1324.45,1330.30,1371.60,1330,1369,1367.25,1353.06,9479288,12826063635.90,186909,3250443,34.29,2019,3,0.03,Slight
RELIANCE,EQ,2019-03-27,1367.25,1377.95,1377.95,1344.25,1347,1349.25,1360.73,10094174,13735399190.80,171701,3394370,33.63,2019,3,-0.01,Slight
RELIANCE,EQ,2019-03-28,1349.25,1350.25,1369.80,1342.80,1362,1360,1357.34,10482938,14228879896.70,178529,4655778,44.41,2019,3,0.01,Slight
RELIANCE,EQ,2019-03-29,1360,1370.05,1376.85,1355.10,1363.05,1363.25,1363.56,7699271,10498445885.85,136542,3130918,40.67,2019,3,0.00,Slight
RELIANCE,EQ,2019-04-01,1363.25,1370,1406.80,1362.55,1391.60,1391.85,1386.73,10098281,14003614629.20,239548,3166752,31.36,2019,4,0.02,Slight
RELIANCE,EQ,2019-04-02,1391.85,1398,1403.10,1380.10,1388.20,1389.70,1390.35,8012636,11140373758.15,168893,2276094,28.41,2019,4,-0.00,Slight
RELIANCE,EQ,2019-04-03,1389.70,1392.75,1403,1372,1374.60,1375.20,1390.20,7849461,10912295747.30,169662,2934404,37.38,2019,4,-0.01,Slight
RELIANCE,EQ,2019-04-04,1375.20,1379,1383.70,1347.25,1354.50,1353.05,1360.64,8375674,11396256161.40,177047,2798000,33.41,2019,4,-0.02,Slight
RELIANCE,EQ,2019-04-05,1353.05,1360.95,1363.90,1343,1355.85,1353.90,1352.52,6728239,9100090311.80,131955,2231490,33.17,2019,4,0.00,Slight
RELIANCE,EQ,2019-04-08,1353.90,1356,1357.50,1323.70,1328,1329.25,1335.09,8723577,11646734561.25,216174,4345575,49.81,2019,4,-0.02,Slight
RELIANCE,EQ,2019-04-09,1329.25,1328.90,1340.70,1321,1338,1334.45,1330.46,9497621,12636159790.65,202524,4554495,47.95,2019,4,0.00,Slight
RELIANCE,EQ,2019-04-10,1334.45,1337.95,1348,1326.50,1331,1331.40,1337.99,7612711,10185730758.10,152322,3054830,40.13,2019,4,-0.00,Slight
RELIANCE,EQ,2019-04-11,1331.40,1332.95,1353,1329,1350,1346.80,1338.41,5741333,7684265511.95,139852,2274089,39.61,2019,4,0.01,Slight
RELIANCE,EQ,2019-04-12,1346.80,1350,1356.90,1336.65,1340,1343.10,1346.08,5919742,7968461250.85,147697,2037194,34.41,2019,4,-0.00,Slight
RELIANCE,EQ,2019-04-15,1343.10,1345,1348.95,1335,1339,1340.15,1341.32,4245127,5694089311.50,90689,1497000,35.26,2019,4,-0.00,Slight
RELIANCE,EQ,2019-04-16,1340.15,1345,1360,1340,1345,1343.75,1349.70,7936553,10711981439.80,199659,4217307,53.14,2019,4,0.00,Slight
RELIANCE,EQ,2019-04-18,1343.75,1375,1389.75,1365,1386.05,1385.95,1379.51,17960482,24776645489.80,337505,6905750,38.45,2019,4,0.03,Slight
RELIANCE,EQ,2019-04-22,1385.95,1360,1367,1341.30,1344,1345.35,1353.82,10792748,14611422110.90,289829,3826256,35.45,2019,4,-0.03,Slight
RELIANCE,EQ,2019-04-23,1345.35,1348,1373,1346,1364.65,1363.85,1362.98,9055300,12342230169.05,183025,2687211,29.68,2019,4,0.01,Slight
RELIANCE,EQ,2019-04-24,1363.85,1370.30,1394.80,1366.25,1389.50,1389.50,1379.35,7360887,10153225468.10,182147,2800119,38.04,2019,4,0.02,Slight
RELIANCE,EQ,2019-04-25,1389.50,1389.10,1412.40,1362.60,1370,1372.40,1391.77,13929820,19387122709.60,275583,6097094,43.77,2019,4,-0.01,Slight
RELIANCE,EQ,2019-04-26,1372.40,1375,1395.95,1370.70,1392,1392.80,1383.98,6889444,9534854405.80,160625,2543349,36.92,2019,4,0.01,Slight
RELIANCE,EQ,2019-04-30,1392.80,1396.40,1396.40,1366.80,1392.45,1392.80,1384.81,10217019,14148587974.70,210909,4720683,46.20,2019,4,0,Slight
RELIANCE,EQ,2019-05-02,1392.80,1392,1413.90,1382.10,1403.10,1405.05,1402.33,8682505,12175759293.55,203263,3311981,38.15,2019,5,0.01,Slight
RELIANCE,EQ,2019-05-03,1405.05,1407.95,1417.50,1402.65,1409.90,1408.85,1412.19,6510169,9193624810.45,174995,2762984,42.44,2019,5,0.00,Slight
RELIANCE,EQ,2019-05-06,1408.85,1398,1402.80,1378.10,1382.95,1384.90,1392.39,7237910,10078024781.25,151864,3763775,52,2019,5,-0.02,Slight
RELIANCE,EQ,2019-05-07,1384.90,1394.80,1395,1340.20,1341,1343.50,1361.64,8877095,12087393002.15,214252,4066700,45.81,2019,5,-0.03,Slight
RELIANCE,EQ,2019-05-08,1343.50,1340,1340,1292.20,1297.75,1299.45,1313.10,14610543,19185103691.60,354813,6922545,47.38,2019,5,-0.03,Slight
RELIANCE,EQ,2019-05-09,1299.45,1288.80,1288.80,1251.75,1253.15,1256.45,1265.10,19507368,24678759801.85,389079,9685998,49.65,2019,5,-0.03,Slight
RELIANCE,EQ,2019-05-10,1256.45,1265,1277.70,1245,1245.75,1251.15,1263.56,11226831,14185772328.95,231193,3221387,28.69,2019,5,-0.00,Slight
RELIANCE,EQ,2019-05-13,1251.15,1247.90,1260.80,1227.50,1229.90,1232.05,1246.96,8047801,10035248862.80,165987,2507496,31.16,2019,5,-0.02,Slight
